annotator	lead_time	image	updated_at	created_at	label	id	annotation_id
1	9.705	/data/local-files/?d=image/1/0-1-001057702b2727aa4dbc21430fdda48f63259a4b.jpeg	2023-03-23T04:19:02.966171Z	2023-03-23T04:19:02.966148Z	[{"points": [[12.787723785166241, 39.42528735632184], [11.764705882352942, 54.71264367816092], [81.84143222506394, 57.01149425287356], [83.37595907928389, 40.45977011494253]], "closed": true, "polygonlabels": ["Table"], "original_width": 460, "original_height": 1024}]	44679	3775
1	8.485	/data/local-files/?d=image/1/0-1-001ddd4976a13361415b46aadbf3c87381e199cb.jpeg	2023-03-23T04:19:12.989656Z	2023-03-23T04:19:12.989624Z	[{"points": [[27.68166089965398, 62.298850574712624], [29.58477508650519, 79.65517241379311], [84.60207612456747, 81.26436781609195], [84.2560553633218, 62.41379310344828]], "closed": true, "polygonlabels": ["Table"], "original_width": 680, "original_height": 1024}]	44680	3776
1	9.433	/data/local-files/?d=image/1/0-1-0026f119ca2f733af0eb7af3fa4678695dede100.jpeg	2023-03-23T04:19:23.866040Z	2023-03-23T04:19:23.866016Z	[{"points": [[20.520673813169985, 28.620689655172416], [22.970903522205205, 82.75862068965517], [75.95712098009189, 81.83908045977012], [79.47932618683002, 28.735632183908045]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44681	3777
1	8.817	/data/local-files/?d=image/1/0-1-00565313909c56abb3cf44f41bd526d6d00c7464.jpeg	2023-03-23T04:19:34.226632Z	2023-03-23T04:19:34.226605Z	[{"points": [[13.435114503816793, 13.908045977011493], [15.572519083969466, 51.839080459770116], [94.50381679389314, 51.724137931034484], [96.4885496183206, 10.919540229885058]], "closed": true, "polygonlabels": ["Table"], "original_width": 771, "original_height": 1024}]	44682	3778
1	8.732	/data/local-files/?d=image/1/0-1-005cac0acd5df8ddd353a17085601a563743504f.jpeg	2023-03-23T04:19:45.041422Z	2023-03-23T04:19:45.041390Z	[{"points": [[11.332312404287899, 62.52873563218391], [10.719754977029096, 91.83908045977012], [89.43338437978561, 91.83908045977012], [89.43338437978561, 62.64367816091954]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44683	3779
1	13.794	/data/local-files/?d=image/1/0-1-005d7bc3860cb82d4cc86923490c8989fe082037.jpeg	2023-03-23T04:20:00.353387Z	2023-03-23T04:20:00.353358Z	[{"points": [[11.791730474732006, 17.241379310344833], [11.944869831546708, 53.67816091954023], [84.83920367534456, 54.827586206896555], [86.67687595712098, 39.310344827586206], [88.3614088820827, 19.885057471264368]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44684	3780
1	13.467	/data/local-files/?d=image/1/0-1-007164b868b372b2d78ca7603ef2c42cbca8dfec.jpeg	2023-03-23T04:20:15.204498Z	2023-03-23T04:20:15.204467Z	[{"points": [[11.638591117917304, 17.931034482758616], [12.404287901990811, 95.86206896551724], [88.51454823889739, 96.7816091954023], [90.96477794793262, 17.816091954022987], [63.70597243491577, 17.701149425287355], [24.042879019908117, 18.04597701149425]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44685	3781
1	9.024	/data/local-files/?d=image/1/0-1-007a32b35dd3ceaa97c46c31e1b98e004d877fe7.jpeg	2023-03-23T04:20:26.016146Z	2023-03-23T04:20:26.016123Z	[{"points": [[8.575803981623277, 20.45977011494253], [10.719754977029096, 86.66666666666667], [72.28177641653905, 83.10344827586206], [72.43491577335375, 22.298850574712645]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44686	3782
1	15.064	/data/local-files/?d=image/1/0-1-0094aeed9e6dd194908968adc252f7978ff2946a.jpeg	2023-03-23T04:20:43.009433Z	2023-03-23T04:20:43.009398Z	[{"points": [[7.503828483920367, 68.04597701149427], [11.791730474732006, 94.25287356321839], [62.78713629402756, 95.86206896551724], [88.51454823889739, 94.25287356321839], [91.11791730474732, 67.24137931034483], [20.82695252679939, 68.04597701149426]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44687	3783
1	31.176	/data/local-files/?d=image/1/0-1-00a797166fcb679cd6444e0ac78da0e7608f51b7.jpeg	2023-03-23T04:21:16.211886Z	2023-03-23T04:21:16.211857Z	[{"points": [[0.30627871362940284, 19.54022988505747], [13.935681470137826, 93.33333333333333], [24.808575803981622, 89.77011494252874], [47.013782542113326, 84.36781609195403], [53.59877488514548, 82.52873563218391], [71.36294027565084, 80.22988505747126], [70.59724349157733, 71.49425287356321], [70.44410413476264, 61.14942528735632], [69.21898928024503, 47.93103448275862], [69.06584992343032, 36.7816091954023], [69.98468606431852, 26.436781609195403], [70.59724349157733, 21.149425287356323]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44688	3784
1	10.201	/data/local-files/?d=image/1/0-1-00aa52ede2429a28a89f32bd9a0509ad2611f8f3.jpeg	2023-03-23T04:21:27.808819Z	2023-03-23T04:21:27.808796Z	[{"points": [[3.062787136294028, 61.03448275862069], [4.44104134762634, 90.80459770114942], [85.45176110260337, 92.06896551724138], [85.45176110260337, 61.264367816091955]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44689	3785
1	25.976	/data/local-files/?d=image/1/0-1-00e0f94464e5c51d704317f80d955894e5d34dcc.jpeg	2023-03-23T04:21:55.418054Z	2023-03-23T04:21:45.593641Z	[{"points": [[10.633484162895927, 62.21662468513854], [11.538461538461538, 86.39798488664988], [34.38914027149321, 86.39798488664988], [34.38914027149321, 62.21662468513854]], "closed": true, "polygonlabels": ["Table"], "original_width": 1024, "original_height": 460}, {"points": [[39.59276018099548, 21.662468513853906], [39.81900452488688, 89.16876574307305], [61.76470588235294, 89.16876574307305], [63.009049773755656, 22.418136020151135]], "closed": true, "polygonlabels": ["Table"], "original_width": 1024, "original_height": 460}, {"points": [[67.98642533936652, 21.91435768261965], [67.42081447963801, 54.15617128463476], [89.47963800904978, 54.15617128463476], [90.72398190045249, 22.16624685138539]], "closed": true, "polygonlabels": ["Table"], "original_width": 1024, "original_height": 460}]	44690	3786
1	15.779	/data/local-files/?d=image/1/0-1-0102b062040d00455ce1826c6029f0c2fe9700ad.jpeg	2023-03-23T04:22:17.431227Z	2023-03-23T04:22:17.431196Z	[{"points": [[10.566615620214398, 16.206896551724135], [12.710566615620214, 63.5632183908046], [15.46707503828484, 90.11494252873563], [85.60490045941808, 88.96551724137932], [87.9019908116386, 65.51724137931035], [88.3614088820827, 16.20689655172414]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44692	3787
1	13.999	/data/local-files/?d=image/1/0-1-014f32da503e5606a9f6a055f0e0a6369fd65352.jpeg	2023-03-23T04:22:33.547790Z	2023-03-23T04:22:33.547766Z	[{"points": [[20.367534456355283, 63.2183908045977], [21.133231240428792, 86.0919540229885], [31.39356814701378, 85.63218390804597], [61.40888208269525, 85.86206896551724], [82.84839203675345, 86.55172413793103], [83.61408882082695, 63.793103448275865], [62.02143950995406, 63.5632183908046], [30.321592649310873, 63.333333333333336]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44693	3788
1	14.094	/data/local-files/?d=image/1/0-1-0154ccd2c2a444299c171303dd08fcee7eb59899.jpeg	2023-03-23T04:22:49.238715Z	2023-03-23T04:22:49.238683Z	[{"points": [[10.128617363344052, 14.367816091954023], [9.807073954983922, 53.44827586206897], [12.540192926045016, 80.34482758620689], [13.504823151125402, 90.34482758620689], [91.63987138263666, 90.45977011494253], [91.47909967845659, 14.482758620689655]], "closed": true, "polygonlabels": ["Table"], "original_width": 732, "original_height": 1024}]	44694	3789
1	8.88	/data/local-files/?d=image/1/0-1-01586e14fa8138333ccb87b301b6bfda3a917276.jpeg	2023-03-23T04:22:59.752969Z	2023-03-23T04:22:59.752935Z	[{"points": [[12.404287901990811, 16.436781609195403], [12.557427258805513, 52.52873563218391], [90.1990811638591, 51.60919540229885], [88.51454823889739, 15.28735632183908]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44695	3790
1	7.338	/data/local-files/?d=image/1/0-1-015bcd95528a0ae7418155ac7338efc104577a0c.jpeg	2023-03-23T04:23:08.848826Z	2023-03-23T04:23:08.848793Z	[{"points": [[13.32312404287902, 14.482758620689657], [13.016845329249618, 48.04597701149425], [83.92036753445636, 48.735632183908045], [84.68606431852986, 15.28735632183908]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44696	3791
1	10.481	/data/local-files/?d=image/1/0-1-0165caf7cfd8cabea06e2a5ff6b5de74d956547d.jpeg	2023-03-23T04:23:22.785431Z	2023-03-23T04:23:22.785403Z	[{"points": [[13.476263399693721, 64.25287356321839], [14.701378254211333, 87.70114942528735], [78.86676875957122, 87.1264367816092], [78.86676875957122, 63.9080459770115], [56.96784073506891, 64.25287356321839], [23.27718223583461, 64.36781609195403]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44697	3792
1	15.875	/data/local-files/?d=image/1/0-1-016a648953d76c80484669619343150ea4ad7694.jpeg	2023-03-24T08:35:27.531495Z	2023-03-24T08:35:27.531464Z	[{"points": [[37.36951983298539, 34.58528951486698], [37.78705636743215, 87.79342723004694], [84.75991649269311, 83.41158059467918], [92.69311064718163, 35.2112676056338]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44698	3840
1	14.326	/data/local-files/?d=image/1/0-1-017253c7d26220acac7198d41d2e6d060bf283ed.jpeg	2023-03-23T04:34:44.849734Z	2023-03-23T04:34:44.849711Z	[{"points": [[16.69218989280245, 21.379310344827587], [17.76416539050536, 94.48275862068965], [29.555895865237368, 94.25287356321839], [64.01225114854518, 92.98850574712644], [86.21745788667688, 91.83908045977012], [88.8208269525268, 22.873563218390803], [65.54364471669219, 22.298850574712645], [28.637059724349157, 20.689655172413794]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44699	3816
1	12.36	/data/local-files/?d=image/1/0-1-01a5ef387fa8b7cc81c51954f0fc5d1089a4c101.jpeg	2023-03-23T04:34:58.560118Z	2023-03-23T04:34:58.560089Z	[{"points": [[15.007656967840735, 1.4942528735632183], [14.701378254211333, 17.35632183908046], [59.724349157733535, 17.586206896551722], [81.92955589586524, 17.586206896551722], [81.31699846860643, 1.6091954022988506], [58.95865237366003, 1.4942528735632183], [25.57427258805513, 1.6091954022988506]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44700	3817
1	8.796	/data/local-files/?d=image/1/0-1-01b318abf78d92d78998e172030147b97aa93b63.jpeg	2023-03-23T04:23:33.150266Z	2023-03-23T04:23:33.150241Z	[{"points": [[30.542986425339368, 60.33182503770739], [30.09049773755656, 90.04524886877829], [75.3393665158371, 91.10105580693816], [75.1131221719457, 60.78431372549019]], "closed": true, "polygonlabels": ["Table"], "original_width": 1024, "original_height": 768}]	44701	3793
1	10.411	/data/local-files/?d=image/1/0-1-01c4f8379d2d8f9c9eed7f850e81d54bde18dd90.jpeg	2023-03-23T04:23:45.083061Z	2023-03-23T04:23:45.083015Z	[{"points": [[11.0260336906585, 22.528735632183906], [10.413476263399694, 88.39080459770115], [73.81316998468607, 90.11494252873563], [80.09188361408881, 25.057471264367816]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44702	3794
1	7.967	/data/local-files/?d=image/1/0-1-01f31975b7e39d47dca43258dc87e9ab12b8277a.jpeg	2023-03-23T04:23:54.828818Z	2023-03-23T04:23:54.828789Z	[{"points": [[14.39509954058193, 65.17241379310344], [18.07044410413476, 88.73563218390805], [85.60490045941808, 87.70114942528735], [87.44257274119448, 64.71264367816092]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44703	3795
1	9.806	/data/local-files/?d=image/1/0-1-02004992fb349c51c36bc0083c8d72b58d4d5185.jpeg	2023-03-23T04:24:06.520854Z	2023-03-23T04:24:06.520830Z	[{"points": [[1.5345268542199488, 47.81609195402299], [0.5115089514066496, 66.0919540229885], [84.65473145780051, 65.63218390804597], [83.37595907928389, 46.206896551724135]], "closed": true, "polygonlabels": ["Table"], "original_width": 460, "original_height": 1024}]	44704	3796
1	8.487	/data/local-files/?d=image/1/0-1-02024d8049b649e6280dec03eb440be72369e051.jpeg	2023-03-23T04:24:16.652611Z	2023-03-23T04:24:16.652578Z	[{"points": [[10.872894333843798, 22.06896551724138], [13.32312404287902, 58.275862068965516], [85.91117917304747, 59.08045977011494], [90.04594180704441, 23.79310344827586]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44705	3797
1	24.585	/data/local-files/?d=image/1/0-1-0213587a759f4de8774700cc0e6c3423fe2be6f9.jpeg	2023-03-23T04:24:43.186324Z	2023-03-23T04:24:43.186293Z	[{"points": [[0, 78.16091954022988], [53.905053598774884, 74.71264367816092], [84.07350689127105, 73.79310344827586], [78.4073506891271, 94.48275862068965], [52.986217457886674, 95.86206896551724], [13.629402756508423, 99.3103448275862], [0.45941807044410415, 99.42528735632185]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44706	3798
1	9.42	/data/local-files/?d=image/1/0-1-0219e4c8919107115d0db73839da8e7dd1f7b634.jpeg	2023-03-23T04:24:53.893637Z	2023-03-23T04:24:53.893612Z	[{"points": [[18.529862174578867, 62.06896551724138], [20.367534456355283, 82.98850574712644], [79.93874425727412, 83.2183908045977], [80.70444104134762, 62.18390804597701]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44707	3799
1	8.043	/data/local-files/?d=image/1/0-1-023c069d2c75d78eab87a61081fcaca7ecbbfbe1.jpeg	2023-03-23T04:25:04.679955Z	2023-03-23T04:25:04.679905Z	[{"points": [[5.6661562021439495, 21.03448275862069], [7.503828483920367, 58.160919540229884], [83.30781010719755, 55.97701149425287], [83.00153139356814, 20.57471264367816]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44708	3800
1	15.992999999999999	/data/local-files/?d=image/1/0-1-02403b2ee542f0d21911fc48b3a7ef43238239f3.jpeg	2023-03-23T04:25:22.584739Z	2023-03-23T04:25:14.363282Z	[{"points": [[16.38591117917305, 29.885057471264375], [16.84532924961715, 48.735632183908045], [66.0030627871363, 48.96551724137931], [66.6156202143951, 30.919540229885058]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}, {"points": [[18.223583460949463, 56.896551724137936], [18.529862174578867, 79.88505747126437], [66.4624808575804, 78.62068965517241], [66.9218989280245, 57.01149425287356]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44709	3801
1	8.726	/data/local-files/?d=image/1/0-1-02483d529abe9cf638a76ab0c798919f17a8b1ec.jpeg	2023-03-23T04:25:33.661507Z	2023-03-23T04:25:33.661449Z	[{"points": [[12.404287901990811, 18.850574712643677], [13.169984686064318, 90], [83.76722817764166, 89.88505747126437], [83.30781010719755, 17.586206896551722]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44710	3802
1	8.756	/data/local-files/?d=image/1/0-1-0263a6517e25caa2ff0f77c0e8d36b2a142bd02d.jpeg	2023-03-23T04:25:43.920877Z	2023-03-23T04:25:43.920851Z	[{"points": [[13.169984686064318, 16.781609195402304], [12.404287901990811, 95.51724137931035], [90.65849923430322, 94.13793103448276], [87.9019908116386, 16.551724137931036]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44711	3803
1	19.949	/data/local-files/?d=image/1/0-1-02652bc5bc6c890a8f484b657cbbae87353c4af8.jpeg	2023-03-23T04:26:05.285519Z	2023-03-23T04:26:05.285487Z	[{"points": [[14.854517611026033, 10.689655172413794], [14.39509954058193, 93.10344827586206], [27.871362940275652, 92.8735632183908], [67.99387442572741, 91.83908045977012], [94.64012251148546, 91.26436781609195], [95.55895865237366, 84.02298850574712], [93.26186830015314, 44.827586206896555], [93.56814701378254, 30.344827586206897], [92.49617151607963, 12.068965517241379], [67.3813169984686, 11.839080459770114], [27.411944869831547, 9.425287356321839]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44712	3804
1	14.819	/data/local-files/?d=image/1/0-1-026606af4c8b75ffc7545dbf881347bf46fc4829.jpeg	2023-03-23T04:26:21.789024Z	2023-03-23T04:26:21.788995Z	[{"points": [[14.241960183767228, 21.60919540229885], [13.476263399693721, 27.701149425287355], [14.854517611026033, 49.195402298850574], [74.11944869831547, 48.39080459770115], [72.74119448698316, 21.264367816091955]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44713	3805
1	9.984	/data/local-files/?d=image/1/0-1-026683fb40b2572369f6eb31e78f5ae7edce2574.jpeg	2023-03-23T04:26:33.627856Z	2023-03-23T04:26:33.627830Z	[{"points": [[18.223583460949463, 36.091954022988496], [20.21439509954058, 61.95402298850575], [76.41653905053599, 61.37931034482759], [76.11026033690659, 34.367816091954026], [56.202143950995406, 35.05747126436781], [26.79938744257274, 35.747126436781606]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44714	3806
1	8.354	/data/local-files/?d=image/1/0-1-027271fe3b2d4f5a3b5351935a400b50255096e2.jpeg	2023-03-23T04:26:44.056549Z	2023-03-23T04:26:44.056519Z	[{"points": [[7.044410413476263, 26.7816091954023], [8.269525267993874, 95.97701149425288], [75.95712098009189, 97.01149425287356], [76.87595712098009, 26.896551724137932]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44715	3807
1	9.587	/data/local-files/?d=image/1/0-1-027444284d3c318c7fc418b63be1ba0c3eadc251.jpeg	2023-03-23T04:26:55.614735Z	2023-03-23T04:26:55.614703Z	[{"points": [[19.142419601837673, 61.4942528735632], [20.673813169984687, 83.9080459770115], [81.16385911179174, 81.83908045977012], [80.85758039816233, 59.42528735632184], [60.03062787136294, 60.45977011494253], [29.249617151607964, 61.14942528735632]], "closed": true, "polygonlabels": ["Table"], "original_width": 720, "original_height": 960}]	44716	3808
1	8.483	/data/local-files/?d=image/1/0-1-0283881353c38ee2634a79233f46fbe0c8e437ed.jpeg	2023-03-23T04:27:05.428614Z	2023-03-23T04:27:05.428587Z	[{"points": [[12.710566615620214, 17.701149425287362], [12.404287901990811, 52.06896551724138], [87.13629402756509, 50.91954022988506], [85.14548238897396, 16.896551724137932]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44717	3809
1	7.486	/data/local-files/?d=image/1/0-1-029dcaddd9d6ca146bea23baed3867f07a7807b2.jpeg	2023-03-23T04:27:14.146884Z	2023-03-23T04:27:14.146854Z	[{"points": [[18.07044410413476, 44.59770114942529], [18.223583460949463, 66.0919540229885], [76.87595712098009, 65.28735632183908], [75.95712098009189, 43.44827586206897]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44718	3810
1	10.164	/data/local-files/?d=image/1/0-1-02a276cab8cdbae5f7b28fd6efc6c2acd32734da.jpeg	2023-03-23T04:27:26.056707Z	2023-03-23T04:27:26.056676Z	[{"points": [[20.92760180995475, 12.518853695324283], [19.23076923076923, 95.62594268476622], [66.17647058823529, 95.92760180995475], [66.17647058823529, 13.8763197586727], [50.90497737556561, 12.669683257918551], [28.28054298642534, 12.820512820512821]], "closed": true, "polygonlabels": ["Table"], "original_width": 1024, "original_height": 768}]	44719	3811
1	20.814999999999998	/data/local-files/?d=image/1/0-1-02e69149f745c283c4ae082d4a0e1cb96c51c54b.jpeg	2023-03-23T04:27:49.716495Z	2023-03-23T04:27:38.709764Z	[{"points": [[11.0260336906585, 1.264367816091954], [11.638591117917304, 15.517241379310345], [82.69525267993875, 16.206896551724135], [83.46094946401223, 1.4942528735632183]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}, {"points": [[12.557427258805513, 22.528735632183906], [16.079632465543646, 89.77011494252874], [81.92955589586524, 91.26436781609195], [83.15467075038285, 22.183908045977013], [23.889739663093415, 23.103448275862068]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44720	3812
1	8.242	/data/local-files/?d=image/1/0-1-02fdae428f785e94e897b6d847ce3a0c3864342c.jpeg	2023-03-23T04:27:59.397676Z	2023-03-23T04:27:59.397612Z	[{"points": [[19.142419601837673, 35.28735632183909], [19.754977029096477, 92.06896551724138], [75.95712098009189, 91.37931034482759], [75.19142419601837, 35.172413793103445]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44721	3813
1	21.1	/data/local-files/?d=image/1/0-1-030b3a800dcc56b7c0c391f7896282e45fdc82ed.jpeg	2023-03-23T04:28:21.753309Z	2023-03-23T04:28:21.753271Z	[{"points": [[7.9632465543644715, 13.10344827586207], [7.656967840735069, 27.701149425287355], [9.800918836140887, 52.06896551724138], [10.872894333843798, 74.13793103448276], [13.016845329249618, 90.6896551724138], [24.042879019908117, 92.06896551724138], [61.562021439509955, 93.10344827586206], [86.52373660030628, 93.10344827586206], [88.51454823889739, 75.97701149425288], [89.58652373660031, 56.55172413793103], [91.88361408882082, 12.068965517241379], [62.17457886676876, 12.413793103448276], [19.90811638591118, 12.873563218390805]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	44722	3814
